Post Office Name,ÊPincode,Districts Name,City Name,State,
Bitragunta,Ê524142,Nellore,Nellore,Andhra Pradesh,
Bitragunta Locoshed,Ê524142,Nellore,Nellore,Andhra Pradesh,
Boath,Ê504304,Adilabad,Adilabad,Andhra Pradesh,
Bobbili Bazar,Ê532573,Vizianagaram,Vizianagaram,Andhra Pradesh,
Bobbili Church Road,Ê532573,Vizianagaram,Vizianagaram,Andhra Pradesh,
Bobbili R S College Road,Ê532558,Vizianagaram,Vizianagaram,Andhra Pradesh,
Bobbilli Govt Hospital Rd,Ê532558,Vizianagaram,Vizianagaram,Andhra Pradesh,
Bobblli,Ê532558,Vizianagaram,Vizianagaram,Andhra Pradesh,
Bodasakurru,Ê533215,East Godavari,East Godavari,Andhra Pradesh,
Bodemmanur,Ê518146,Kurnool,Kurnool,Andhra Pradesh,
Bodhan,Ê503185,Nizamabad,Bodhan,Andhra Pradesh,
Bodhan R S,Ê503185,Nizamabad,Nizamabad,Andhra Pradesh,
Bodi Palem,Ê522354,Guntur,Guntur,Andhra Pradesh,
Bodugullam,Ê522354,Guntur,Guntur,Andhra Pradesh,
Bogavalu,Ê524142,Nellore,Nellore,Andhra Pradesh,
Bokkudu Palli,Ê516392,Cuddapah,Cuddapah,Andhra Pradesh,
Bolarum,Ê500010,Hyderabad,Hyderabad,Andhra Pradesh,
Bollavaram,Ê516360,Cuddapah,Cuddapah,Andhra Pradesh,
Bollavaram,Ê518517,Kurnool,Kurnool,Andhra Pradesh,
Bomma Samudram,Ê517134,Chittoor,Chittoor,Andhra Pradesh,
Bommagani Palle,Ê515763,Anantapur,Anantapur,Andhra Pradesh,
Bommakal,Ê505480,Karimnagar,Karimnagar,Andhra Pradesh,
Bommakal,Ê507204,Khammam,Khammam,Andhra Pradesh,
Bommalaramaram,Ê508126,Nalgonda,Nalgonda,Andhra Pradesh,
Bommanapalli,Ê505472,Karimnagar,Karimnagar,Andhra Pradesh,
Bompally,Ê501502,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Bomraspet,Ê509345,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Bonangi,Ê531160,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Bondada,Ê534207,West Godavari,West Godavari,Andhra Pradesh,
Bondalawada,Ê515427,Anantapur,Anantapur,Andhra Pradesh,
Bondapalle,Ê531260,Vizianagaram,Vizianagaram,Andhra Pradesh,
Bondugula,Ê508105,Nalgonda,Nalgonda,Andhra Pradesh,
Bonthala Koduru,Ê532408,Srikakulam,Srikakulam,Andhra Pradesh,
Booragammanda,Ê517146,Chittoor,Chittoor,Andhra Pradesh,
Bopenpalli,Ê505524,Karimnagar,Karimnagar,Andhra Pradesh,
Bopparaju Palle,Ê517108,Chittoor,Chittoor,Andhra Pradesh,
Bosenagar,Ê523155,Prakasam,Prakasam,Andhra Pradesh,
Botla Gudur,Ê523110,Prakasam,Prakasam,Andhra Pradesh,
Boudha Nagar,Ê500361,Hyderabad,Hyderabad,Andhra Pradesh,
Bowin Palle,Ê500011,Hyderabad,Hyderabad,Andhra Pradesh,
Brahma Devam,Ê524346,Nellore,Nellore,Andhra Pradesh,
Brahma Puram,Ê521370,Krishna,Krishna,Andhra Pradesh,
Brahmana Kodur,Ê522214,Guntur,Guntur,Andhra Pradesh,
Brahmana Kotkur,Ê518432,Kurnool,Kurnool,Andhra Pradesh,
Brahmantarla,Ê532220,Srikakulam,Srikakulam,Andhra Pradesh,
Brodipet,Ê522002,Guntur,Guntur,Andhra Pradesh,
Brundavanam,Ê524001,Nellore,Nellore,Andhra Pradesh,
Buchampalle,Ê501202,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Buchinaidu Palle,Ê517111,Chittoor,Chittoor,Andhra Pradesh,
Buchinnapet,Ê506221,Warangal,Warangal,Andhra Pradesh,
Buchireddy Palem,Ê524305,Nellore,Nellore,Andhra Pradesh,
Buckinghampet,Ê520002,Krishna,Krishna,Andhra Pradesh,
Budam Padu,Ê522013,Guntur,Guntur,Andhra Pradesh,
Budharam,Ê509213,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Budili,Ê515241,Anantapur,Anantapur,Andhra Pradesh,
Budithi,Ê532427,Srikakulam,Srikakulam,Andhra Pradesh,
Budwarpet,Ê504106,Adilabad,Adilabad,Andhra Pradesh,
Buildings Compound,Ê524003,Nellore,Nellore,Andhra Pradesh,
Bukkapatnam,Ê515144,Anantapur,Anantapur,Andhra Pradesh,
Bukkaraya,Ê515144,Anantapur,Anantapur,Andhra Pradesh,
Bungalpet,Ê504106,Adilabad,Adilabad,Andhra Pradesh,
Burakayala Kota,Ê517351,Chittoor,Chittoor,Andhra Pradesh,
Buravilli,Ê532417,Srikakulam,Srikakulam,Andhra Pradesh,
Burgampahad,Ê507114,Khammam,Khammam,Andhra Pradesh,
Burhanpuram Bus Stn,Ê507001,Khammam,Khammam,Andhra Pradesh,
Burja,Ê532445,Srikakulam,Srikakulam,Andhra Pradesh,
Burja,Ê532551,Srikakulam,Srikakulam,Andhra Pradesh,
Burnpet,Ê522601,Guntur,Guntur,Andhra Pradesh,
Bus Stand,Ê522201,Guntur,Guntur,Andhra Pradesh,
Bus Stand,Ê502110,Medak,Medak,Andhra Pradesh,
Bus Stand,Ê524305,Nellore,Nellore,Andhra Pradesh,
Bus Stand,Ê532312,Srikakulam,Srikakulam,Andhra Pradesh,
Bus Stand Complex,Ê503111,Nizamabad,Nizamabad,Andhra Pradesh,
Bus Stand Guntur,Ê522010,Guntur,Guntur,Andhra Pradesh,
Bus Stand Jagannadapuram,Ê532502,Vizianagaram,Vizianagaram,Andhra Pradesh,
Bus Station,Ê500003,Hyderabad,Hyderabad,Andhra Pradesh,
Butchi Raju Palem Visakha,Ê530006,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Buthareddigudem,Ê505102,Karimnagar,Karimnagar,Andhra Pradesh,
Buttaipet,Ê521001,Krishna,Krishna,Andhra Pradesh,
Buttayagudem,Ê534448,Warangal,Warangal,Andhra Pradesh,
Buttuguda,Ê508001,Nalgonda,Nalgonda,Andhra Pradesh,
C C I,Ê501158,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
C T R Bazar,Ê517001,Chittoor,Chittoor,Andhra Pradesh,
C T R Court Buildings,Ê517001,Chittoor,Chittoor,Andhra Pradesh,
C T R Market,Ê517001,Chittoor,Chittoor,Andhra Pradesh,
C T R South,Ê517002,Chittoor,Chittoor,Andhra Pradesh,
Calingapatnam,Ê532406,Srikakulam,Srikakulam,Andhra Pradesh,
Camp Ootpalli,Ê503180,Nizamabad,Nizamabad,Andhra Pradesh,
Campus,Ê507154,Khammam,Khammam,Andhra Pradesh,
Canal Campus,Ê508202,Nalgonda,Nalgonda,Andhra Pradesh,
Cathedral Compound,Ê506381,Warangal,Warangal,Andhra Pradesh,
Cci,Ê532406,Srikakulam,Srikakulam,Andhra Pradesh,
Cdp Almaspet,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cdp Co-Op Colony,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cdp Mandi Bazar,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cdp Maruthi Nagar,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cdp Masapet,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cdp Mochampet,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cdp Nagarjupet,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cdp Sunnapurallapally,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cement Nagar,Ê518206,Kurnool,Kurnool,Andhra Pradesh,
Cement Works,Ê504209,Adilabad,Adilabad,Andhra Pradesh,
Central Police Lines,Ê500013,Hyderabad,Hyderabad,Andhra Pradesh,
Central Secretariat,Ê500022,Hyderabad,Hyderabad,Andhra Pradesh,
Central Training Institute,Ê500768,Hyderabad,Hyderabad,Andhra Pradesh,
Central University Campus,Ê500134,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Ch Agraharam,Ê534196,West Godavari,West Godavari,Andhra Pradesh,
Chabala,Ê515813,Anantapur,Anantapur,Andhra Pradesh,
Chada,Ê508111,Nalgonda,Nalgonda,Andhra Pradesh,
Chagal,Ê506301,Warangal,Warangal,Andhra Pradesh,
Chagalamarri,Ê518553,Kurnool,Kurnool,Andhra Pradesh,
Chagallu,Ê534342,West Godavari,West Godavari,Andhra Pradesh,
Chaitanya Bharati,Ê500171,Hyderabad,Hyderabad,Andhra Pradesh,
Chaitanyapuri Colony,Ê500036,Hyderabad,Hyderabad,Andhra Pradesh,
Chakalakonda,Ê524221,Nellore,Nellore,Andhra Pradesh,
Chakrayapeta,Ê516260,Cuddapah,Cuddapah,Andhra Pradesh,
Chalakurthi,Ê508350,Nalgonda,Nalgonda,Andhra Pradesh,
Challa Palli,Ê533503,East Godavari,East Godavari,Andhra Pradesh,
Challa Palli,Ê521126,Krishna,Krishna,Andhra Pradesh,
Challapeta,Ê532581,Vizianagaram,Vizianagaram,Andhra Pradesh,
Challavari Palli,Ê515419,Anantapur,Anantapur,Andhra Pradesh,
Challore,Ê505505,Karimnagar,Karimnagar,Andhra Pradesh,
Chanchalguda,Ê500024,Hyderabad,Hyderabad,Andhra Pradesh,
Chandampet,Ê508259,Nalgonda,Nalgonda,Andhra Pradesh,
Chandana,Ê515458,Anantapur,Anantapur,Andhra Pradesh,
Chandapur,Ê509115,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Chandarla Padu,Ê521182,Krishna,Krishna,Andhra Pradesh,
Chandole,Ê522311,Guntur,Guntur,Andhra Pradesh,
Chandra Mouli Nagar,Ê522007,Guntur,Guntur,Andhra Pradesh,
Chandragiri,Ê517101,Chittoor,Chittoor,Andhra Pradesh,
Chandragiri Fort,Ê517101,Chittoor,Chittoor,Andhra Pradesh,
Chandramoulipuram Punnam,Ê520010,Krishna,Krishna,Andhra Pradesh,
Chandrapuram,Ê507135,Khammam,Khammam,Andhra Pradesh,
Chandulal Baradari,Ê500264,Hyderabad,Hyderabad,Andhra Pradesh,
Chandupatla,Ê508116,Nalgonda,Nalgonda,Andhra Pradesh,
Chandur Vattikodu,Ê508255,Nalgonda,Nalgonda,Andhra Pradesh,
Chanmukla,Ê505505,Karimnagar,Karimnagar,Andhra Pradesh,
Chapara,Ê532216,Srikakulam,Srikakulam,Andhra Pradesh,
Chapi Revula,Ê518675,Kurnool,Kurnool,Andhra Pradesh,
Charak Palli,Ê502221,Medak,Medak,Andhra Pradesh,
Charala,Ê517260,Chittoor,Chittoor,Andhra Pradesh,
Charla,Ê507133,Khammam,Khammam,Andhra Pradesh,
Chata Parru,Ê534004,West Godavari,West Godavari,Andhra Pradesh,
Chatragadda,Ê522274,Guntur,Guntur,Andhra Pradesh,
Chavali,Ê522277,Guntur,Guntur,Andhra Pradesh,
Chavata Palem,Ê523188,Prakasam,Prakasam,Andhra Pradesh,
Chayapuram,Ê515843,Anantapur,Anantapur,Andhra Pradesh,
Chebrole,Ê533449,East Godavari,East Godavari,Andhra Pradesh,
Chebrole,Ê522212,Guntur,Guntur,Andhra Pradesh,
Cheerlavancha,Ê505412,Karimnagar,Karimnagar,Andhra Pradesh,
Chegunta,Ê502255,Medak,Medak,Andhra Pradesh,
Chegur,Ê509333,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Chekur,Ê509332,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Chelkur,Ê501516,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Chelluru,Ê533261,East Godavari,East Godavari,Andhra Pradesh,
Chelpur,Ê505468,Karimnagar,Karimnagar,Andhra Pradesh,
Chelpur,Ê506168,Warangal,Warangal,Andhra Pradesh,
Chembakur,Ê517417,Chittoor,Chembakur,Andhra Pradesh,
Chendra Sekhara,Ê517417,Chittoor,Chittoor,Andhra Pradesh,
Chengalrao Pet,Ê530001,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Chenna Kotha Palli,Ê515101,Anantapur,Anantapur,Andhra Pradesh,
Chennam Palle,Ê516502,Cuddapah,Cuddapah,Andhra Pradesh,
Chennarao Peta,Ê506332,Warangal,Warangal,Andhra Pradesh,
Chennarayuni,Ê506332,Warangal,Warangal,Andhra Pradesh,
Chennur,Ê516162,Cuddapah,Cuddapah,Andhra Pradesh,
Chennur,Ê524406,Nellore,Nellore,Andhra Pradesh,
Chepur,Ê503228,Nizamabad,Nizamabad,Andhra Pradesh,
Cherla Palli,Ê508013,Nalgonda,Nalgonda,Andhra Pradesh,
Cherlo Palle,Ê517305,Chittoor,Chittoor,Andhra Pradesh,
Cheruku Ganuma,Ê517305,Chittoor,Chittoor,Andhra Pradesh,
Cheruku Palle,Ê522309,Guntur,Guntur,Andhra Pradesh,
Cherukupalli,Ê508258,Nalgonda,Nalgonda,Andhra Pradesh,
Cheruru R S,Ê517390,Chittoor,Chittoor,Andhra Pradesh,
Cheruvu Mundara,Ê507169,Khammam,Khammam,Andhra Pradesh,
Cheruvuumadharam,Ê507169,Khammam,Khammam,Andhra Pradesh,
Chevela,Ê501503,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Cheyyeru,Ê533225,East Godavari,East Godavari,Andhra Pradesh,
Chiguruvada,Ê517517,Chittoor,Chittoor,Andhra Pradesh,
Chikkadapalli Market,Ê500020,Hyderabad,Hyderabad,Andhra Pradesh,
Chikul,Ê502374,Medak,Medak,Andhra Pradesh,
Chilakala Pudi,Ê521002,Krishna,Krishna,Andhra Pradesh,
Chilamakur,Ê516310,Cuddapah,Cuddapah,Andhra Pradesh,
Chilamathur,Ê515341,Anantapur,Anantapur,Andhra Pradesh,
Chilkalguda,Ê500025,Hyderabad,Hyderabad,Andhra Pradesh,
Chilkoor,Ê508230,Nalgonda,Nalgonda,Andhra Pradesh,
Chilla Kallu,Ê521178,Krishna,Krishna,Andhra Pradesh,
Chillakur,Ê524412,Nellore,Nellore,Andhra Pradesh,
Chiluvur,Ê522332,Guntur,Guntur,Andhra Pradesh,
Chima Kurthi,Ê523226,Prakasam,Prakasam,Andhra Pradesh,
Chimala Kondur,Ê508116,Nalgonda,Nalgonda,Andhra Pradesh,
China Bazar,Ê532001,Srikakulam,Srikakulam,Andhra Pradesh,
China Bazar,Ê531163,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
China Ganjam,Ê523135,Prakasam,Prakasam,Andhra Pradesh,
China Golconda,Ê509218,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
China Gottiga,Ê501143,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
China Jatram,Ê509243,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
China Kandukuru,Ê508287,Nalgonda,Nalgonda,Andhra Pradesh,
China Mangalaram,Ê501512,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
China Waltair,Ê530023,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Chinaoram Padu,Ê516109,Cuddapah,Cuddapah,Andhra Pradesh,
Chinapalem,Ê522299,Guntur,Guntur,Andhra Pradesh,
Chinaravuru,Ê522201,Guntur,Guntur,Andhra Pradesh,
Chincholi,Ê504110,Adilabad,Adilabad,Andhra Pradesh,
Chinna Gottigallu,Ê517193,Chittoor,Chittoor,Andhra Pradesh,
Chinna Komarla,Ê516433,Cuddapah,Cuddapah,Andhra Pradesh,
Chinna Machupalle,Ê516165,Cuddapah,Cuddapah,Andhra Pradesh,
Chinna Mandem,Ê516214,Cuddapah,Cuddapah,Andhra Pradesh,
Chinna Pola Mada,Ê515422,Anantapur,Anantapur,Andhra Pradesh,
Chinna Tipa,Ê509141,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Chinnava Gudem,Ê534486,West Godavari,West Godavari,Andhra Pradesh,
Chinnoor,Ê504201,Adilabad,Adilabad,Andhra Pradesh,
Chinta Palli,Ê522620,Guntur,Guntur,Andhra Pradesh,
Chinta Palli,Ê508250,Nalgonda,Nalgonda,Andhra Pradesh,
Chinta Palli,Ê531111,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Chinta Parti,Ê517277,Chittoor,Chittoor,Andhra Pradesh,
Chintakani,Ê507208,Khammam,Khammam,Andhra Pradesh,
Chintakunta Khurd,Ê509111,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Chintala Pudi,Ê534460,West Godavari,West Godavari,Andhra Pradesh,
Chintalcheru,Ê502299,Medak,Medak,Andhra Pradesh,
Chintaluru,Ê533232,East Godavari,East Godavari,Andhra Pradesh,
Chintauntapalem,Ê521001,Krishna,Krishna,Andhra Pradesh,
Chinturu,Ê507126,Khammam,Khammam,Andhra Pradesh,
Chipuru Palli,Ê532128,Srikakulam,Srikakulam,Andhra Pradesh,
Chira Mohalla,Ê502220,Medak,Medak,Andhra Pradesh,
Chirala,Ê523155,Prakasam,Chirala,Andhra Pradesh,
Chirala Bazar,Ê523155,Prakasam,Prakasam,Andhra Pradesh,
Chirikura Padu,Ê523124,Prakasam,Prakasam,Andhra Pradesh,
Chirra Kunta,Ê504294,Adilabad,Adilabad,Andhra Pradesh,
Chiruvolu Lanka,Ê521128,Krishna,Krishna,Andhra Pradesh,
Chiryal,Ê506223,Warangal,Warangal,Andhra Pradesh,
Chitti Gadda,Ê501113,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Chitti Valasa,Ê531162,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Chitticherla,Ê517198,Chittoor,Chittoor,Andhra Pradesh,
Chittinagar,Ê520009,Krishna,Krishna,Andhra Pradesh,
Chittoor,Ê517001,Chittoor,Chittoor,Andhra Pradesh,
Chittoor Collectorate,Ê517002,Chittoor,Chittoor,Andhra Pradesh,
Chittoor North,Ê517004,Chittoor,Chittoor,Andhra Pradesh,
Chittoor Sugar Factory,Ê517003,Chittoor,Chittoor,Andhra Pradesh,
Chitvel,Ê516104,Cuddapah,Cuddapah,Andhra Pradesh,
Chityal,Ê508114,Nalgonda,Nalgonda,Andhra Pradesh,
Chityal,Ê506356,Warangal,Warangal,Andhra Pradesh,
Chityala,Ê509109,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Chivalur,Ê522298,Guntur,Guntur,Andhra Pradesh,
Choda Varam,Ê521117,Krishna,Krishna,Andhra Pradesh,
Chodavaram,Ê523285,Prakasam,Prakasam,Andhra Pradesh,
Chodavaram,Ê531036,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Chodaya Palem,Ê522264,Guntur,Guntur,Andhra Pradesh,
Choppa Dandi,Ê505415,Karimnagar,Karimnagar,Andhra Pradesh,
Choragudi,Ê521251,Krishna,Krishna,Andhra Pradesh,
Choringa,Ê533461,East Godavari,East Godavari,Andhra Pradesh,
Choudaripet,Ê522006,Guntur,Guntur,Andhra Pradesh,
Chout Uppal,Ê508252,Nalgonda,Nalgonda,Andhra Pradesh,
Choutra Guntur,Ê522003,Guntur,Guntur,Andhra Pradesh,
Chowdepalle,Ê517257,Chittoor,Chittoor,Andhra Pradesh,
Christurajapuram,Ê520005,Krishna,Krishna,Andhra Pradesh,
Chukkalur,Ê515415,Anantapur,Anantapur,Andhra Pradesh,
Church Road,Ê507001,Khammam,Khammam,Andhra Pradesh,
Church Squrare,Ê533002,East Godavari,East Godavari,Andhra Pradesh,
Circlepet,Ê521001,Krishna,Krishna,Andhra Pradesh,
Clock Tower,Ê515001,Anantapur,Anantapur,Andhra Pradesh,
Clock Tower,Ê515004,Anantapur,Anantapur,Andhra Pradesh,
Clock Tower,Ê522403,Guntur,Guntur,Andhra Pradesh,
Clock Tower,Ê508002,Nalgonda,Nalgonda,Andhra Pradesh,
Clough Peta,Ê523001,Prakasam,Prakasam,Andhra Pradesh,
Cnanapuram,Ê518202,Kurnool,Kurnool,Andhra Pradesh,
Co Op Colony,Ê524201,Nellore,Nellore,Andhra Pradesh,
Collectorate,Ê532001,Srikakulam,Srikakulam,Andhra Pradesh,
College,Ê533203,East Godavari,East Godavari,Andhra Pradesh,
College Campus,Ê504001,Adilabad,Adilabad,Andhra Pradesh,
College Street,Ê534275,West Godavari,West Godavari,Andhra Pradesh,
Coop Colony,Ê534211,West Godavari,West Godavari,Andhra Pradesh,
Cooperative Ind Est,Ê500037,Hyderabad,Hyderabad,Andhra Pradesh,
Cotton Market,Ê504001,Adilabad,Adilabad,Andhra Pradesh,
Courtpeta,Ê532284,Srikakulam,Srikakulam,Andhra Pradesh,
Crp Camp,Ê500005,Hyderabad,Hyderabad,Andhra Pradesh,
Cuddapah,Ê516001,Cuddapah,Cuddapah,Andhra Pradesh,
Cuddapah Co-Op Sugars,Ê516163,Cuddapah,Cuddapah,Andhra Pradesh,
Cuddapah R S,Ê516004,Cuddapah,Cuddapah,Andhra Pradesh,
Cumbum,Ê523333,Prakasam,Prakasam,Andhra Pradesh,
Cumbum East,Ê523333,Prakasam,Prakasam,Andhra Pradesh,
Cunjapadugu,Ê505184,Karimnagar,Karimnagar,Andhra Pradesh,
D Muppavaram Dronamraju,Ê534390,West Godavari,West Godavari,Andhra Pradesh,
Daba Gardens,Ê530020,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Dabala Bazar,Ê507003,Khammam,Khammam,Andhra Pradesh,
Dabirpura,Ê500023,Hyderabad,Hyderabad,Andhra Pradesh,
Damal Cheruvu,Ê517152,Chittoor,Chittoor,Andhra Pradesh,
Damar Gidda,Ê509407,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Damarcherla,Ê508375,Nalgonda,Nalgonda,Andhra Pradesh,
Damavaram,Ê524152,Nellore,Nellore,Andhra Pradesh,
Damera,Ê505476,Karimnagar,Karimnagar,Andhra Pradesh,
Dammapeta,Ê507306,Khammam,Dammapeta,Andhra Pradesh,
Danavaipeta,Ê533103,East Godavari,East Godavari,Andhra Pradesh,
Dandepalli,Ê504206,Adilabad,Adilabad,Andhra Pradesh,
Dangeru,Ê533263,East Godavari,Dangeru,Andhra Pradesh,
Dantalur,Ê522297,Guntur,Guntur,Andhra Pradesh,
Darga Mitta,Ê524003,Nellore,Nellore,Andhra Pradesh,
Darju Sahifa,Ê500024,Hyderabad,Hyderabad,Andhra Pradesh,
Darpalli,Ê503165,Nizamabad,Nizamabad,Andhra Pradesh,
Darsi Agraharam,Ê523267,Prakasam,Prakasam,Andhra Pradesh,
Darsi Nsc Colony,Ê523247,Prakasam,Prakasam,Andhra Pradesh,
Dasannapeta,Ê531202,Vizianagaram,Vizianagaram,Andhra Pradesh,
Dathala Palli,Ê506315,Warangal,Warangal,Andhra Pradesh,
Datta Treya Colony,Ê500028,Hyderabad,Hyderabad,Andhra Pradesh,
Deebaguntla,Ê518669,Kurnool,Kurnool,Andhra Pradesh,
Delta Gannavaram,Ê533240,East Godavari,East Godavari,Andhra Pradesh,
Dema Kethe Palli,Ê515332,Anantapur,Anantapur,Andhra Pradesh,
Demi,Ê503124,Nizamabad,Nizamabad,Andhra Pradesh,
Dendukur,Ê507206,Khammam,Khammam,Andhra Pradesh,
Dep Vijayawada,Ê520050,Krishna,Krishna,Andhra Pradesh,
Depot,Ê530009,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Desaipet,Ê521001,Krishna,Krishna,Andhra Pradesh,
Deshaipet,Ê506006,Warangal,Warangal,Andhra Pradesh,
Det Guntur,Ê522050,Guntur,Guntur,Andhra Pradesh,
Devagudi,Ê516441,Cuddapah,Cuddapah,Andhra Pradesh,
Devagudur,Ê523277,Prakasam,Prakasam,Andhra Pradesh,
Deval Hazar Sutoon,Ê506011,Warangal,Warangal,Andhra Pradesh,
Devanakonda,Ê518465,Karimnagar,Karimnagar,Andhra Pradesh,
Devapur,Ê504218,Adilabad,Adilabad,Andhra Pradesh,
Devar Konda,Ê508248,Nalgonda,Nalgonda,Andhra Pradesh,
Devara Kadra,Ê509204,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Devara Palle,Ê531030,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Devara Palli,Ê534313,West Godavari,West Godavari,Andhra Pradesh,
Devaruppala,Ê506302,Warangal,Warangal,Andhra Pradesh,
Devipatnam,Ê533339,East Godavari,East Godavari,Andhra Pradesh,
Dhanora,Ê502305,Medak,Medak,Andhra Pradesh,
Dhanwada,Ê509205,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Dharamapuri,Ê505425,Karimnagar,Karimnagar,Andhra Pradesh,
Dharamaram,Ê503230,Nizamabad,Nizamabad,Andhra Pradesh,
Dharamraopet,Ê503145,Nizamabad,Nizamabad,Andhra Pradesh,
Dharma Rao Cheruvu,Ê506330,Warangal,Warangal,Andhra Pradesh,
Dharmaji Gudem,Ê534462,West Godavari,West Godavari,Andhra Pradesh,
Dharmaram,Ê506330,Warangal,Warangal,Andhra Pradesh,
Dharmavaram,Ê515671,Anantapur,Dharmavaram,Andhra Pradesh,
Dharmavaram,Ê533430,East Godavari,Dharmavaram,Andhra Pradesh,
Dharmavaram,Ê531148,Vishakhapatnam,Dharmavaram,Andhra Pradesh,
Dharmavaram Bazar,Ê515671,Anantapur,Anantapur,Andhra Pradesh,
Dharmavaram Bazar,Ê515672,Anantapur,Anantapur,Andhra Pradesh,
Dharur,Ê509133,Mahboobnagar,Mahboobnagar,Andhra Pradesh,
Dharur,Ê501121,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Dhone,Ê518222,Kurnool,Kurnool,Andhra Pradesh,
Dhone Bazar,Ê518222,Kurnool,Kurnool,Andhra Pradesh,
Dhoolpet,Ê500006,Hyderabad,Hyderabad,Andhra Pradesh,
Dhulipudi,Ê522258,Guntur,Guntur,Andhra Pradesh,
Dichpalli,Ê503175,Nizamabad,Nizamabad,Andhra Pradesh,
Digwal,Ê502321,Medak,Medak,Andhra Pradesh,
Dilsukhanagarcoly,Ê500036,Hyderabad,Hyderabad,Andhra Pradesh,
Dilwarpur,Ê504306,Adilabad,Adilabad,Andhra Pradesh,
Dimli,Ê531061,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
Dindi,Ê522276,Guntur,Guntur,Andhra Pradesh,
Dindi Project,Ê508258,Nalgonda,Nalgonda,Andhra Pradesh,
Dinne Devara Padu,Ê518021,Kurnool,Kurnool,Andhra Pradesh,
Dippakayalapudu,Ê534314,West Godavari,West Godavari,Andhra Pradesh,
Dirsih Cherla,Ê508333,Nalgonda,Nalgonda,Andhra Pradesh,
Dirusu Marru,Ê534239,West Godavari,West Godavari,Andhra Pradesh,
Dist Court Bldgs,Ê505002,Karimnagar,Karimnagar,Andhra Pradesh,
Dist Court Bldgs,Ê530002,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
District Court,Ê521002,Krishna,Krishna,Andhra Pradesh,
Divisional Office,Ê520001,Krishna,Krishna,Andhra Pradesh,
Dnr College,Ê534202,West Godavari,West Godavari,Andhra Pradesh,
Doddi Patla,Ê534266,West Godavari,West Godavari,Andhra Pradesh,
Doki Parru,Ê521332,Karimnagar,Karimnagar,Andhra Pradesh,
Doma,Ê501525,Ranga Reddy,Ranga Reddy,Andhra Pradesh,
Domakonda,Ê503123,Nizamabad,Domakonda,Andhra Pradesh,
Dommara Nandyala,Ê516431,Cuddapah,Cuddapah,Andhra Pradesh,
Dommeru,Ê534351,West Godavari,Dommeru,Andhra Pradesh,
Dona Banda,Ê504207,Adilabad,Adilabad,Andhra Pradesh,
Dona Konda R S,Ê523305,Prakasam,Prakasam,Andhra Pradesh,
Dona Podu,Ê508272,Nalgonda,Nalgonda,Andhra Pradesh,
Donboscu Premiias,Ê522503,Guntur,Guntur,Andhra Pradesh,
Dondapathi Railway Colony,Ê530004,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh,
